,,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Year,,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Libya,"Tobacco, unmanufactured",9052.5,7582.5,8438.5,9563.0,10061.5,10580.0,11069.0,11450.0,11450.0,12032.0,12140.5,12374.5,12325.0,12115.0,12115.0,12447.0,12730.0,13135.5,13261.0,13510.5,12750.0,12307.5,11638.5,11133.5,11288.5,11197.0,11426.0,11693.5,11342.0,11064.5,10924.0,11001.5,11077.5,11041.5,11006.5,10972.5,10939.0,10905.5,10867.0,10813.0,10759.0,10724.0
Libya,Watermelons,51813.0,53557.0,54351.5,60231.0,60943.0,60559.0,59976.5,60855.5,68043.0,86571.0,88654.0,88471.0,88680.0,75000.0,76000.0,85256.5,85510.5,85561.0,86250.0,87269.0,89333.5,94880.5,100954.5,87978.5,99150.0,89450.0,87269.0,87466.0,86009.5,92452.5,107500.0,107500.0,83000.0,82518.5,76125.0,76125.0,76125.0,76432.0,76347.0,76420.0,74364.5,72990.0
Libya,Wheat,56763.5,76734.5,67798.0,102123.5,150544.0,102111.5,134955.0,134083.5,138582.5,110703.5,124884.5,128228.5,132072.5,103725.0,114318.0,100236.5,100716.0,118289.5,58427.5,58690.5,66366.5,79200.0,81371.0,83656.5,88647.0,82545.0,84375.0,86439.5,84189.0,86354.0,83809.0,85809.0,85169.0,86288.0,69939.5,69939.5,69939.5,70447.5,88960.0,111237.5,131226.0,131316.5
Lithuania,Wheat,,,,,,,,,,,,,,,,,,,,,156455.5,199609.0,145174.0,142527.5,187313.0,202808.0,194135.5,179899.0,201906.5,191379.5,185717.5,186141.5,197688.0,203416.0,183677.0,196909.5,223094.5,271002.0,275322.5,292509.5,337414.5,355211.0
Luxembourg,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33370.0,32404.5,35839.0,36275.5,39980.5,36040.0,36179.5,34288.0,40646.0,39759.0,36797.5,34593.5,36082.5,38988.0
Madagascar,"Tobacco, unmanufactured",7683.0,8195.0,6561.0,7017.5,6567.0,5726.0,5648.0,5855.5,6052.0,5956.5,5298.5,5880.5,6828.0,6913.0,7727.5,7251.0,4952.0,6512.0,7304.5,4071.5,4400.0,5816.5,7700.5,7468.0,6535.5,5674.0,3955.5,5637.5,5329.5,4748.0,4329.0,5591.5,5149.5,5161.5,5450.0,5610.5,5483.5,5348.5,5296.5,5324.0,5307.0,5289.5
Madagascar,Wheat,,,,,7558.5,7615.5,8207.0,9004.5,8175.0,8333.0,7600.0,7600.0,7600.0,7600.0,7895.0,9010.0,8633.5,9233.5,11250.0,13250.0,14500.0,14833.5,11000.0,13500.0,11000.0,13500.0,14500.0,13948.0,13696.0,14005.0,13886.5,13616.5,13608.0,13847.0,13778.0,14472.0,14005.0,13757.5,13778.5,14037.5,14064.5,13051.5
Malawi,"Tobacco, unmanufactured",30541.0,28110.0,28428.0,28566.0,33608.5,37197.0,41634.5,43427.5,35898.5,36538.5,37822.5,54151.5,48229.5,54536.0,50477.5,52600.5,50533.5,49680.0,55101.0,63437.0,70263.0,69923.0,45872.0,58988.0,63134.5,64270.5,62486.0,61832.0,63530.5,60666.0,64679.5,67458.5,71909.5,74070.0,72717.0,64252.5,85770.0,97211.5,88010.5,86732.5,40716.0,65613.5
Malawi,Watermelons,,,,,,,,,,,,,,,,,,,,209829.0,208323.5,206818.0,205312.5,203807.0,202302.0,200796.0,199290.5,197785.0,196279.0,194773.5,193268.0,191762.0,190306.0,188899.0,187491.5,186085.0,184677.5,183270.5,181863.0,180455.5,181501.5,178635.5
Malawi,Wheat,10887.5,10233.5,10591.5,10733.5,10663.0,10275.0,12600.0,6450.0,6450.0,5138.0,5350.0,2716.0,5141.5,4057.5,5009.5,4567.5,4900.5,4454.5,4927.0,3682.0,2842.5,3957.0,1585.5,4577.5,5652.5,4083.5,4950.5,4989.0,5123.0,5741.0,4154.0,4755.0,4875.0,5347.0,6863.5,12486.5,8806.0,8366.0,8335.5,8215.0,8199.5,7663.5
Malaysia,"Tobacco, unmanufactured",8495.5,7783.0,8795.0,10402.5,6954.5,8579.0,10106.0,9262.5,10199.0,9258.5,9754.0,9495.0,8670.0,11097.0,12528.0,10782.5,8678.0,11793.5,10077.0,10558.0,10675.5,10094.5,8088.0,10164.0,10828.5,12735.0,11032.5,11333.0,10157.0,10584.0,11122.5,11002.0,11366.0,9802.5,7861.0,8139.5,8034.5,5431.5,6098.5,5558.0,5166.5,4161.5
Malaysia,Watermelons,113283.5,113145.5,113387.0,113106.5,113488.5,114005.5,113742.0,114005.5,99922.0,114123.0,113875.0,113250.0,110050.0,114282.0,111526.0,83875.0,113800.0,112451.5,110975.0,108166.5,113361.0,112500.0,114788.5,115500.0,114788.5,107166.5,126722.0,111333.5,100805.5,116847.0,111022.5,107938.5,107912.0,107912.0,94164.5,88170.0,113177.5,87677.5,89024.5,86739.0,100409.5,100512.0
Mali,"Tobacco, unmanufactured",7233.5,6862.5,3250.0,4250.0,4250.0,4250.0,4250.0,4883.5,4475.0,4376.5,4316.5,4286.5,4271.5,4406.5,4414.0,4490.0,4557.0,4557.0,4623.5,3491.0,3733.5,4123.0,4495.5,4499.0,4075.0,4163.0,4028.0,5886.0,6180.5,8389.5,7960.5,6504.0,6504.0,4413.5,5719.0,6401.0,6239.5,7158.0,7891.0,9596.5,10696.5,11781.5
Mali,Watermelons,127500.0,127500.0,137500.0,137500.0,134568.0,137295.5,137295.5,137295.5,139113.5,136333.5,136333.5,136333.5,136333.5,138296.0,142039.0,141711.5,145141.0,144115.5,147479.5,147753.5,146357.0,147916.0,150910.5,147278.5,150416.5,145621.0,150875.0,151309.0,143249.5,151722.0,141153.0,149487.0,137742.5,153108.5,81868.0,109337.5,83228.0,134923.0,102290.0,110571.0,109696.5,90716.5
Mali,Wheat,7416.5,7416.5,7416.5,7416.5,7416.5,7416.5,7416.5,7416.5,7416.5,7416.5,5750.0,5750.0,5750.0,9446.5,4130.0,6761.0,7923.0,7181.5,6857.0,10635.0,7442.5,15812.0,8953.0,11981.5,10632.5,7442.5,13802.5,12596.0,13077.5,14471.5,14117.5,13408.5,14415.5,12092.5,13795.0,14229.5,14901.5,17383.0,14739.0,22111.0,25116.0,23327.0
Malta,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,,,185050.0,184950.5,184881.5,184796.5,178282.5,188641.5,187495.0,190834.0,188618.5,189145.0,196942.5,187386.0,180489.5,188047.5,191900.0,190378.5
Malta,Wheat,11968.5,11958.0,9678.0,11543.5,14450.0,17720.0,14562.5,14244.5,18060.0,20171.5,22559.5,20825.5,18933.0,19516.5,19881.0,19111.5,18727.0,19400.0,19809.5,18914.5,17987.5,15500.0,14736.5,14325.0,19641.0,21636.5,20729.5,20911.0,21257.5,21200.0,26000.0,21200.0,21736.0,22020.0,21492.5,22828.5,25666.5,26043.0,25363.5,25151.0,25002.5,25131.5
Mauritania,Watermelons,59146.0,41726.5,37600.0,37600.0,37700.0,37700.0,40250.0,31064.5,31610.0,31610.0,31451.0,31708.5,33932.5,53011.5,24375.0,61410.5,64878.5,45121.0,27525.0,42078.0,22262.5,44772.0,36774.0,36649.5,51143.5,35380.5,21147.0,6220.5,5455.5,3346.5,2051.5,2074.5,1959.0,2041.5,2225.0,2041.5,3711.5,3852.5,4280.5,4498.5,4747.5,4880.5
Mauritania,Wheat,2958.0,2650.0,2650.0,2574.5,3186.0,3950.0,2817.0,2700.0,2825.0,3558.5,3669.5,3708.5,5250.0,5250.0,5250.0,5353.0,5432.0,5529.5,5644.5,6250.0,6405.0,5200.0,6209.5,6579.0,6734.0,5200.0,7247.5,7704.5,7892.5,8153.0,8515.0,8513.5,12613.0,10125.0,10649.5,10500.0,11000.0,10753.0,10989.5,8910.5,12070.5,12164.5
Mauritius,"Tobacco, unmanufactured",7167.5,6841.5,6982.0,7073.0,6786.0,5705.0,6260.0,5012.5,7013.5,8785.0,8276.0,8194.5,9393.5,8071.0,8200.0,7438.5,6789.5,7065.0,6646.5,7240.5,6349.5,7176.0,7704.5,7885.0,7412.5,8406.5,7801.5,8489.5,7289.0,7395.0,6588.0,5824.0,5303.5,5300.5,6108.5,6396.0,6828.5,6892.0,6819.5,7881.5,7167.5,7516.0
Mexico,"Tobacco, unmanufactured",27350.0,27336.0,29816.0,28583.0,28368.5,27023.0,30101.5,30939.5,32208.0,26154.0,29778.0,25780.0,22204.0,23703.0,28616.0,24127.5,27297.5,23396.0,18673.5,17086.5,14591.0,26927.0,24691.5,16553.5,20777.0,18250.0,23613.5,22722.5,21296.5,20140.5,15035.5,15291.0,15209.0,13685.0,14798.5,12881.5,12625.0,11226.0,10722.0,12923.5,14421.5,13939.5
Mexico,Watermelons,67798.0,64557.5,73230.5,75648.5,80740.5,80254.5,88160.5,95363.5,90819.5,83130.5,90185.5,76724.5,84820.0,78225.5,76357.5,87405.5,83759.0,85054.5,82867.5,77662.0,80590.0,82245.5,88088.0,94072.5,100273.5,112249.0,123344.0,132333.5,136696.5,132082.5,130954.0,133149.0,140677.0,124014.5,134445.5,136071.5,143374.5,144703.5,139730.5,142094.0,156480.0,149261.0
Mexico,Wheat,356505.0,336551.0,405085.5,407096.5,465877.5,371753.5,398094.5,311682.0,381140.0,448450.5,525809.5,448726.5,538715.5,629962.5,620951.5,516391.5,476458.0,591205.5,487453.0,512582.0,477706.0,459209.5,503803.0,483325.5,425473.0,409825.0,405460.5,349311.0,378561.5,367454.5,342779.0,324806.0,281085.5,341032.5,349252.5,371251.5,425934.5,439048.0,366367.5,358499.5,317702.0,343587.5
Mongolia,Wheat,159702.0,159031.0,156601.5,163786.5,166321.0,180030.0,210861.5,214337.0,206816.0,208456.5,220605.5,229389.5,235378.5,248176.0,240751.5,239696.0,252014.0,270504.5,272066.0,270317.5,267469.5,253569.0,218497.5,177933.0,165722.5,159891.0,153739.5,139604.5,93169.5,99920.0,107271.0,105276.0,88043.5,79264.5,64397.5,63021.5,82002.0,132250.5,132019.0,153155.5,156484.0,144461.5
Montenegro,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11205.0,11337.5,10596.5,10856.5,10862.5,10382.5,10145.5,10062.5
Montenegro,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148183.5,191035.0,201184.5,201289.0,201463.0,201089.5,196901.5,201628.0
Montenegro,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15855.5,12169.5,17664.5,18151.0,17153.5,16264.0,14250.0,17513.5
Morocco,"Tobacco, unmanufactured",7139.5,7402.5,7419.0,8507.0,8854.0,8109.0,8410.5,9413.5,9544.0,8217.5,10525.0,10439.5,10481.0,10404.0,7000.0,7500.0,8500.0,8715.5,9162.5,8833.5,7411.0,7448.5,7212.5,9174.0,9278.0,10190.5,10736.0,6986.5,8120.0,8417.0,9948.5,9503.0,8006.0,11881.5,12605.0,11934.5,11934.5,11896.5,12613.5,13090.5,13451.0,13843.5
Morocco,Watermelons,86933.5,86933.5,88322.0,89266.5,90636.5,90862.0,90416.5,90642.0,90863.0,89000.0,89625.0,115611.0,130000.0,122666.5,121884.5,116635.5,112863.0,128596.5,124173.5,121544.0,100731.0,104712.5,85175.0,95160.5,119854.0,98997.0,109884.0,111141.0,118259.0,142222.0,154799.5,176905.0,184213.5,161713.5,198476.5,231771.0,200965.0,218052.5,174040.0,195924.0,210081.0,223825.5
Morocco,Wheat,1004606.5,1023509.0,963333.0,850206.0,966495.5,1017872.5,882150.5,833621.5,862631.0,826208.0,849376.0,992985.5,933260.0,953225.0,1119879.0,1149404.0,1166876.0,1322217.0,1366245.0,1329999.5,1117655.5,1158604.0,1533905.5,986721.5,1615407.5,1251096.0,1550592.0,1349302.0,1453179.0,1356440.0,1319096.5,1503060.0,1540891.0,1488030.5,1563532.5,1289027.0,1435644.5,1499499.0,1434747.5,1553744.0,1577171.0,1612935.5
Mozambique,"Tobacco, unmanufactured",7644.0,7116.5,6801.0,6621.0,6617.0,6617.0,6107.5,7038.5,6905.5,6905.5,6905.5,6905.5,6905.5,6905.5,6905.5,6905.5,6905.5,6905.5,6684.0,6773.5,6961.0,6952.5,7011.0,6720.5,6720.5,6720.5,7694.5,6757.0,9761.0,10569.0,17335.5,22793.0,29159.0,36453.5,34089.5,40214.5,36189.0,35250.0,35807.5,36270.0,28187.5,36802.0
Mozambique,Wheat,9500.0,9666.5,8000.0,6500.0,5500.0,4500.0,5500.0,5154.0,6500.0,11841.0,10500.0,9500.0,9500.0,8250.0,8250.0,5750.0,8250.0,8250.0,10906.5,8500.0,6455.5,6547.5,6378.0,6292.0,6246.5,6134.5,6202.5,6314.5,5750.0,6000.0,6492.5,7537.5,7735.0,8335.5,9576.5,10132.5,11250.0,12250.0,13368.0,14491.5,13842.5,14516.0
Myanmar,"Tobacco, unmanufactured",37267.5,35774.5,24549.0,26305.0,31014.5,38821.0,36844.0,34499.5,33536.5,33028.5,32380.0,30710.0,34616.5,36386.5,33550.5,31241.5,24685.5,25336.5,21779.0,27906.0,26889.5,25593.5,21517.5,21901.5,24312.0,24312.0,22637.0,24261.5,24683.5,22719.5,18411.0,19526.0,21637.5,21734.0,16735.5,14203.0,16821.5,28878.0,26031.0,16854.5,17125.5,16477.0
Myanmar,Wheat,27212.0,27100.0,29340.5,46380.5,46597.5,47881.0,50805.0,43849.5,46589.0,58148.0,53112.5,57798.0,74951.5,67882.5,64005.0,64071.5,66433.5,65970.5,69823.5,78442.5,77335.5,61930.0,57523.0,49739.0,49854.0,49072.5,52751.5,58086.5,45811.0,45608.5,48022.0,53985.5,60790.5,63016.0,53563.0,57065.5,58335.0,60448.5,59697.5,56642.5,58696.5,59625.0
Namibia,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,,62560.0,71400.0,75419.0,79405.0,83341.5,87306.0,91057.5,102299.0,97828.5,65629.0,63107.5,62730.0,62966.5,64139.0,61206.0,58789.5,56465.0
Namibia,Wheat,8950.0,8950.0,10200.0,10200.0,10200.0,10200.0,10200.0,12700.0,12800.0,14635.5,16025.0,15500.0,15183.5,14083.5,15805.0,14678.0,14043.5,24783.5,22625.0,30000.0,26266.5,22573.0,26850.0,28166.0,22573.0,23797.5,25202.5,18720.0,25828.0,30738.0,32685.0,32077.5,21803.5,23844.5,30738.0,26855.5,31897.0,34533.0,31570.0,31941.0,32023.5,32284.0
Nepal,"Tobacco, unmanufactured",8345.0,8433.0,6169.0,6925.0,6953.0,7166.5,7768.5,7411.5,7417.0,7412.0,6943.5,8185.5,8326.0,8035.0,7036.0,7182.0,6681.5,7335.0,8141.5,8432.5,7865.0,7849.5,8562.5,7532.0,7559.5,6785.5,6833.0,6633.0,6588.0,6813.5,6841.0,6608.0,6569.5,6523.0,6339.0,6216.0,6207.5,6182.5,6182.0,6021.0,7700.5,7650.0
Nepal,Wheat,124257.5,135741.5,142591.5,151099.0,170176.0,179335.0,189219.5,183919.0,189426.5,201985.0,206521.0,248696.0,242591.5,231850.5,247603.0,274310.5,304614.0,306570.5,309194.5,303421.5,292299.0,313220.0,313006.5,324208.0,334500.0,341536.0,331336.5,328878.5,338985.5,329546.5,342968.0,344553.0,342731.0,348575.5,346392.5,362113.5,364366.5,357144.0,376210.0,395123.0,394720.0,388572.5
Netherlands,Wheat,99666.0,95215.5,93714.5,78145.0,92437.5,89356.5,93157.5,100049.0,102130.0,99321.5,102398.0,109288.0,111162.5,97260.0,98763.0,90105.0,93360.0,106875.5,108565.5,99925.5,103504.0,102856.0,101137.0,110794.5,115606.0,107404.5,108128.0,92753.0,110146.0,102073.5,106680.0,108342.0,113218.0,111316.0,112520.0,106357.0,121897.5,121903.5,121407.5,114426.5,118747.5,120074.5
New Caledonia,Watermelons,,,,,,,,,,,,,,,,,,,,71274.0,70611.0,69937.0,69268.5,68916.5,68598.0,75625.0,68822.0,67678.0,66549.0,65307.0,61520.0,66325.0,62530.0,60020.0,56425.0,59520.0,59145.0,60167.5,60566.5,60385.0,64145.0,59640.5
New Caledonia,Wheat,12510.0,16760.0,16260.0,15012.0,10012.5,10013.5,11124.5,6063.5,5436.5,7082.0,8301.5,4354.5,3830.0,9275.0,9351.5,7580.0,6625.0,5750.0,3761.0,7017.5,10191.5,2756.5,9820.5,9725.0,7717.5,9458.0,9895.0,8752.0,2.5,9260.0,2.5,9505.0,8855.5,20004.5,5.0,5.5,0.0,0.0,0.0,3.5,10005.0,20505.0
New Zealand,"Tobacco, unmanufactured",9502.0,9624.5,10121.5,9396.5,10321.5,8284.0,10338.0,11773.0,11497.0,11662.5,16511.5,11856.5,11093.5,11974.0,7531.0,15159.5,12346.5,9596.0,9391.5,9660.5,9687.5,9879.0,8456.0,6741.5,0.0,0.0,0.0,,,,,,,,,,,,,,,
New Zealand,Watermelons,71463.5,75040.0,77823.0,80050.0,90050.0,100050.0,127665.5,62425.5,78205.0,67847.0,65634.5,66125.0,65100.0,66741.5,68434.5,83411.5,64457.5,65426.0,64833.5,65514.5,64205.0,64474.0,64125.0,62640.0,63483.5,70125.0,50125.0,50125.0,50125.0,58792.0,53309.0,53309.0,54286.5,53847.0,54204.0,54125.0,52884.5,53129.0,54153.0,54115.0,54077.5,54039.5
New Zealand,Wheat,71528.5,71311.0,49622.0,44427.0,70580.0,66512.0,63558.0,60503.5,60763.0,60667.5,56174.5,56664.0,57240.0,57468.0,66458.5,61781.0,45655.0,36757.5,43671.0,42838.0,44170.0,47279.5,49406.5,49592.5,52672.5,56303.5,55380.0,56703.5,57297.5,61643.0,56827.0,58731.5,52281.5,60167.5,53462.5,62752.0,61723.0,64386.0,68001.5,62731.0,71997.5,70116.5
Nicaragua,"Tobacco, unmanufactured",9277.0,9556.0,10213.5,10054.5,9250.5,9490.0,9353.5,9506.5,9366.5,9593.0,9789.5,9027.5,10613.0,8809.5,8739.0,8454.5,7980.0,7930.5,7890.0,7505.5,9894.5,9803.5,7575.0,7508.0,8010.5,8018.0,7743.0,7522.0,8384.5,7579.5,8191.0,8070.0,8169.5,9092.0,9093.0,8728.0,8898.0,8938.0,9038.5,9745.5,8342.5,8281.5
Niger,"Tobacco, unmanufactured",2299.0,2202.0,2500.0,3122.0,2368.0,1966.5,2231.0,4457.5,4616.5,4500.0,4500.0,4277.5,4141.5,3933.5,4111.5,4188.5,4227.0,4093.0,4208.5,17290.5,11710.0,16962.0,14384.0,18308.5,16413.0,18839.5,21016.5,29839.0,20192.0,14702.5,14536.0,19096.5,4985.0,12227.0,12314.5,12257.0,12523.0,12574.0,12520.0,12382.5,7277.0,16816.5
Niger,Watermelons,,,,,,,,,,,,,,,,,,,,,,5043.0,,,49395.5,28343.0,22577.0,15984.5,26456.0,19483.5,19923.0,16010.5,50450.0,50550.0,50650.0,50750.0,46153.0,48297.5,27717.0,102882.5,103418.0,107270.5
Niger,Wheat,6567.5,5091.5,5902.5,7128.5,6005.5,8516.5,11967.0,5894.5,5500.0,5850.0,6288.0,7002.5,11733.0,11642.0,11921.0,9500.0,6000.0,6764.5,16694.5,15000.0,15500.0,12000.0,15650.0,17672.0,11025.0,10150.0,13860.0,13557.5,12754.5,11068.5,6953.0,9573.5,10409.0,11301.5,10096.0,9797.0,11529.5,11092.0,11251.5,10211.5,9210.0,15986.5
Nigeria,"Tobacco, unmanufactured",14708.5,14006.5,15089.0,18742.5,16357.0,12286.0,14484.0,13270.5,13483.0,11355.5,9310.0,7709.5,12000.0,12442.5,12250.0,12405.0,12881.0,12940.5,13045.5,11690.5,11949.0,11612.5,11581.5,11365.5,13582.5,16091.0,18546.5,20500.0,21473.0,17035.5,17035.5,16077.0,15500.0,15500.0,14543.5,11868.5,12333.5,12301.5,10460.0,9342.5,8497.5,7753.5
Nigeria,Wheat,14445.5,12393.0,13500.0,13682.0,14000.0,15000.0,15000.0,16000.0,17000.0,18000.0,18000.0,16285.5,16437.5,37772.5,43350.5,45653.0,26250.0,31000.0,34166.5,31000.0,21666.5,18643.0,19233.5,20900.0,21717.5,25700.0,34500.0,35160.0,33019.0,30904.0,32409.0,33178.5,34345.0,35500.0,37135.0,21461.5,24281.5,32333.5,44621.5,70891.5,54168.5,45000.0
North Macedonia,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,17138.5,16358.0,13758.0,12645.0,12434.0,15687.5,18831.5,18294.0,16258.5,15821.0,15650.5,15214.0,14824.5,16733.0,15897.5,15003.0,13538.5,15676.0,17608.0,16582.0,16778.5,16852.5
North Macedonia,Watermelons,,,,,,,,,,,,,,,,,,,,,65507.0,53184.5,67372.0,70406.5,68193.0,62624.5,76448.5,80920.0,78402.5,93632.5,99222.5,101743.0,100206.5,105405.5,103421.5,103726.0,107185.5,106668.5,120525.5,112770.0,114946.0,117738.5
North Macedonia,Wheat,,,,,,,,,,,,,,,,,,,,,69356.5,69169.5,74788.0,79698.0,70204.0,70376.0,71631.0,70999.0,72911.0,68401.0,63696.5,62690.5,68269.0,69589.0,63778.0,57410.0,59823.0,59453.5,55154.0,55001.5,53350.5,56479.0
Norway,Wheat,18491.5,21705.0,28990.5,24384.0,26274.0,29076.0,29711.5,28416.0,28700.0,29145.5,30979.5,32602.5,42211.5,41282.0,39812.5,50463.0,38808.0,37372.5,47291.5,49730.5,44917.5,60805.0,48576.0,56619.0,52049.0,51190.5,57933.0,48056.5,57059.0,52169.5,52392.0,60945.5,66504.0,64871.0,63691.0,67594.0,70911.5,57834.5,59028.5,56203.5,53996.5,46840.0
Oman,"Tobacco, unmanufactured",4473.5,4473.5,4669.5,4669.5,4669.5,4669.5,4669.5,5200.0,5250.0,4097.0,12700.0,12700.0,24250.0,23998.5,25068.5,25210.0,25210.0,12442.5,24654.5,25160.0,25150.0,26125.0,27289.0,27351.5,27203.5,25125.0,24209.0,24209.0,24209.0,23916.5,23916.5,23653.5,23479.0,23651.0,23565.0,23483.0,23401.0,23318.5,23236.5,23154.0,23072.0,22989.5
Oman,Watermelons,,,,,,112700.0,111180.5,112400.0,113619.5,114839.0,116058.5,117278.0,119107.5,100300.0,100400.0,105500.0,95825.0,101025.0,101419.0,100675.0,108342.5,125600.0,139705.5,136913.5,150525.0,160500.0,200375.0,174171.0,141826.0,177219.5,159773.0,177841.5,169150.0,158632.0,137009.5,154973.5,158862.5,152638.5,141366.0,152482.5,151173.0,367272.5
Oman,Wheat,8933.5,9233.5,9233.5,9233.5,8933.5,4466.5,2591.5,2634.5,2859.0,6094.5,19041.5,19041.5,19041.5,5618.5,5626.0,5675.0,7712.5,9809.5,12150.0,11798.5,11844.0,12093.0,12110.5,12127.0,12186.5,12750.0,12983.5,15175.0,16169.5,16137.5,16048.5,16536.5,15638.5,16095.0,14178.0,15409.5,15460.5,15790.0,20909.0,16853.5,23471.0,18521.5
Pakistan,"Tobacco, unmanufactured",33891.0,29138.0,30328.0,34190.0,28907.5,32439.5,33574.0,30967.0,32745.5,29282.0,29588.5,28482.0,31714.5,33782.5,31369.5,28377.0,29156.5,30163.5,28778.0,30496.5,35966.5,37833.5,37429.5,32249.5,31717.0,33849.5,35939.5,38144.0,37748.0,32131.0,34265.0,32763.5,32252.0,35200.5,38168.5,35579.5,36182.5,36186.0,38592.0,35675.0,33596.5,35767.0
Pakistan,Watermelons,101588.0,102000.0,102339.0,102255.0,101712.5,100243.0,101272.0,101387.0,104558.5,100321.0,101104.5,113440.0,102563.0,104833.5,103860.5,107018.5,106006.5,110870.5,108982.0,108257.5,107439.5,109434.5,106878.0,109326.0,106500.0,104240.5,100300.0,99857.0,92996.0,91338.5,95617.5,93181.0,87909.0,88922.5,84573.5,79403.0,87701.0,87525.5,88129.0,86148.0,86985.0,91793.5
Pakistan,Wheat,2904443.5,2991557.0,3062585.5,2912756.0,3062410.5,3202189.5,3186578.0,3350989.5,3469690.0,3500065.5,3619275.5,3707340.5,3679009.5,3637311.5,3711053.0,3860896.5,3662871.5,3874127.5,3931374.5,3964905.0,3948755.0,4159583.0,4026567.5,4095305.5,4198342.0,4064816.5,4188488.0,4125799.0,4243953.5,4102027.0,4040060.5,4028889.0,4119966.5,4191929.0,4236543.0,4302578.0,4287157.0,4536284.0,4578564.0,4464514.0,4338469.0,4344017.0
Palestine,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,,,3375.5,3557.5,4028.5,2441.0,3174.0,4910.0,3516.0,2952.5,3371.0,3382.0,3572.0,3543.5,3261.5,3774.5,4185.5,3825.0,3646.0,3696.0,3730.5,3735.5
Palestine,Watermelons,,,,,,,,,,,,,,,,,,,,,,,116210.0,133780.5,130714.0,117206.5,118301.0,206279.0,140989.5,111580.5,139349.5,152820.0,173257.5,269483.0,219515.5,243262.5,244273.0,249823.5,265957.0,278568.0,290103.5,301585.5
Palestine,Wheat,,,,,,,,,,,,,,,,,,,,,,,13745.0,20210.0,17587.5,16918.5,19191.0,10993.0,23161.5,16365.5,23320.5,21205.5,21530.0,21148.5,19894.0,19951.5,18407.5,17818.0,13803.0,13609.0,16666.5,20696.0
Panama,"Tobacco, unmanufactured",5618.0,5509.5,6229.0,7054.5,7327.5,8123.0,7509.0,8578.5,9457.5,8344.0,7850.0,8589.0,9097.0,9687.5,8516.5,7881.5,8603.5,8613.5,9599.5,10003.5,9334.5,10891.0,10547.0,5885.0,10547.0,10547.0,10547.0,8545.0,8732.0,9761.0,9700.0,9766.5,9825.0,9881.0,9985.5,10083.5,9898.0,9906.0,9926.5,9943.5,9961.0,9978.0
Panama,Watermelons,42874.5,41696.5,41219.0,41435.0,41976.5,43431.5,33603.5,31883.0,49736.0,38758.5,42792.0,46984.5,49437.5,51180.0,52680.5,50987.5,40732.5,44798.0,27809.5,37079.0,75635.0,119898.0,154439.5,83215.0,69925.0,62866.5,75353.5,80643.0,82019.0,82886.5,82137.5,83485.5,83724.0,84863.0,85252.5,86302.0,86960.0,85375.0,90944.5,99884.0,98547.0,88538.5
Paraguay,"Tobacco, unmanufactured",15468.5,16744.0,18796.5,17170.0,20838.5,21850.5,17010.0,16567.0,14333.5,11573.0,12324.0,13730.0,14892.0,15769.5,13263.0,12422.0,10295.0,9247.5,11195.5,11594.0,11599.0,11622.0,11658.5,9933.0,10387.0,11239.0,11065.5,9983.0,8551.0,12447.5,11815.0,12875.5,14133.5,13900.0,13375.0,13375.0,9580.5,10376.0,12211.5,12235.0,9550.0,12000.0
Paraguay,Watermelons,33398.5,33558.5,33855.5,34373.5,35121.5,32400.0,33650.0,33654.0,35169.5,36106.5,38136.5,39362.5,40146.0,40698.5,41033.5,36632.0,37064.5,37182.5,37020.0,37114.0,37205.5,37370.0,37416.5,36456.5,36638.0,36656.5,36591.5,36690.5,36884.0,37022.5,36805.5,36944.5,36877.0,36830.5,37021.5,37152.0,37416.5,38345.5,38500.0,37421.5,35694.5,36541.0
Paraguay,Wheat,18833.0,15815.0,20966.0,16146.0,18143.5,19306.5,21750.0,29697.0,33104.0,46138.5,59428.5,48508.0,56302.0,70849.0,83498.0,74985.5,128496.0,131988.5,86534.5,84736.5,86534.5,107180.5,98140.0,92295.5,122979.5,120954.0,106059.5,98742.0,72890.5,154291.0,164097.0,173500.0,173500.0,193459.0,190993.0,172500.0,201007.0,264500.0,292900.0,304728.5,313005.0,288000.0
