,,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Year,,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Syrian Arab Republic,Wheat,683676.5,739895.0,773911.5,850713.5,800758.0,767843.0,782994.0,727104.5,732208.0,635801.5,617520.5,651423.0,558371.5,639274.0,557966.5,598517.5,559798.5,623616.0,678218.0,642932.0,701528.0,705658.0,788601.5,834533.0,822194.0,889006.5,872648.5,809905.0,848647.5,855979.0,853893.0,911687.5,928002.0,964176.5,907299.5,845980.5,750148.5,731570.5,809190.0,773202.0,812665.5,698617.5
Tajikistan,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,12605.5,14128.5,13583.0,11016.5,7085.0,11179.5,13126.0,9483.0,11556.5,8103.0,8048.0,5076.5,9455.0,7418.5,6188.0,7085.5,7016.5,9103.5,8433.5,9549.5,9546.0,9155.5
Tajikistan,Watermelons,,,,,,,,,,,,,,,,,,,,,83283.5,64055.5,62870.5,63819.0,37820.0,38482.0,43676.0,41418.5,51389.0,50867.5,61839.5,70643.5,76266.5,97116.5,124414.5,120041.0,129057.5,119577.0,125599.5,131652.5,135558.5,151464.0
Tajikistan,Wheat,,,,,,,,,,,,,,,,,,,,,96236.5,104456.5,92804.5,100141.0,143783.0,184555.0,175256.0,164693.0,177470.5,154399.0,161078.5,177291.0,168598.5,167551.5,170333.5,149900.0,175816.0,194554.5,186362.5,167269.0,165217.5,174168.0
Thailand,"Tobacco, unmanufactured",52565.0,51650.0,58022.5,73646.0,75462.0,78090.0,78761.0,45133.5,49903.0,47597.0,48745.5,51947.0,50445.0,50445.0,47500.0,44187.5,38873.5,33669.0,37052.5,37972.5,43324.5,32143.0,28219.5,26918.5,29428.5,32133.5,32784.5,33379.0,25346.5,27467.0,28240.5,28691.0,26438.5,27045.0,26308.5,28163.5,25651.0,25544.0,25141.5,26538.0,26158.0,26757.5
Thailand,Watermelons,76080.0,78930.0,76383.0,84032.5,87560.0,81105.5,81132.0,89807.5,96092.5,99875.5,106441.0,94781.0,90573.5,84788.5,84948.0,85325.5,85703.0,86080.0,87974.5,85722.0,85215.5,86210.5,84000.0,84659.0,87038.5,85312.5,85722.0,86477.5,89274.0,100494.5,104180.0,60881.0,66931.5,97239.0,101350.0,96893.5,90613.5,86698.5,84367.5,89913.5,94857.0,106098.0
Thailand,Wheat,,,,,,,,,,,,,,,6054.0,6410.0,3070.5,3871.0,3428.5,2861.5,3858.5,3683.5,4000.0,3862.0,3777.5,3973.5,4047.0,4036.5,4058.5,4005.0,4114.0,4291.5,4385.0,4492.0,4592.0,4668.5,4757.5,4868.0,5023.0,5177.5,4923.0,6850.0
Timor-Leste,"Tobacco, unmanufactured",1601.5,1241.5,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Togo,"Tobacco, unmanufactured",4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4508.5,4482.5,4445.5,4411.5,4376.0,4342.5,4288.5,4270.0,4250.0,4250.0,4250.0,4250.0,4250.0,4250.0,4260.0,4278.5,4291.5,4306.0,4317.0,4311.0,4316.5,4320.5,4327.5,4337.0
Tonga,Watermelons,70857.5,70025.0,72755.0,77300.0,81845.5,75482.0,74590.0,75030.0,75428.5,76955.5,80916.5,83606.5,55050.0,42251.5,39126.5,42372.5,42927.0,43408.5,50080.0,52621.0,47438.0,69530.0,50040.0,50632.5,50405.5,50010.5,50020.0,46986.0,42571.0,46186.5,46367.0,46003.5,45449.0,44953.5,44456.0,46463.5,43270.5,42616.0,41960.0,41304.5,34758.0,40132.5
Trinidad and Tobago,"Tobacco, unmanufactured",4750.0,4625.5,5871.5,6639.0,3782.0,4934.0,6711.5,6000.0,2928.5,3613.5,4363.5,4578.0,4725.0,4425.0,4771.0,6230.5,9770.0,9879.0,10545.0,9481.5,9133.5,8830.5,7760.0,7624.0,7785.5,7728.5,7708.0,7520.0,7530.0,7540.0,7550.0,7555.0,7560.0,7757.5,7585.0,7575.0,7575.0,7580.0,8121.0,8555.0,9576.5,9377.5
Trinidad and Tobago,Watermelons,,,,,,,,41669.5,50005.0,50007.5,50010.0,50015.0,50020.0,50022.5,50025.0,55050.0,54100.5,66590.0,45102.5,46720.5,46546.0,46345.0,47385.0,48002.0,49590.0,50372.5,48873.5,48894.0,48908.5,49054.5,49014.5,48980.5,51282.5,49957.0,48526.0,46953.0,50032.0,44351.5,45011.5,15283.0,22722.5,17453.0
Tunisia,"Tobacco, unmanufactured",5251.0,5443.0,5234.5,5742.5,7517.5,7476.0,7710.5,7844.5,7012.5,8320.5,7641.5,6956.5,6236.0,6716.5,7187.5,7711.0,7239.0,7815.0,8999.5,8008.5,8280.0,7800.0,6314.5,6605.5,5629.0,5748.0,6624.0,5634.0,6932.5,6198.5,6261.5,5945.0,5962.5,7923.5,8746.5,8107.5,7650.0,6952.0,7211.5,6629.0,4581.0,8377.5
Tunisia,Watermelons,55083.5,58942.5,67125.5,65050.0,73279.0,75873.0,85000.0,82000.0,68937.5,93500.0,89333.5,92714.5,108661.0,83000.0,82029.5,94166.5,89333.5,58615.0,71481.0,58432.0,63428.0,71880.0,67715.0,59619.5,67018.5,71833.5,72500.0,70896.0,71229.5,70617.5,83597.0,84535.5,86312.5,104581.0,105900.0,121452.5,123664.5,122152.5,185262.5,184698.5,207126.0,283433.5
Tunisia,Wheat,480079.0,479684.0,479510.5,479921.0,504050.0,480435.0,476964.0,515320.5,431594.0,397649.5,363414.5,468322.5,453952.0,523179.5,275833.5,492502.5,150585.0,282270.0,447360.5,533653.0,473615.0,522400.0,240347.0,214065.0,632695.5,405530.5,482124.0,497092.0,364863.5,289500.0,156322.0,474006.0,525917.0,489209.0,425970.5,393881.0,276137.0,403519.0,226661.5,396495.5,387101.5,341057.0
Turkey,"Tobacco, unmanufactured",178742.5,163729.5,119495.5,124893.5,162794.5,142758.0,154537.0,120910.0,116618.5,93325.0,108096.0,119865.5,98956.0,93244.5,89623.0,107601.5,123154.5,147122.5,164739.5,145126.0,170626.0,174912.5,117672.5,109829.0,123069.0,149443.5,141870.5,134056.0,122517.5,101583.0,99501.5,94585.0,99829.5,96319.5,76440.0,75025.5,76616.5,61561.0,43926.5,41292.5,57251.5,70037.0
Turkey,Watermelons,150114.0,143567.5,155606.5,162857.0,173337.0,157288.0,160661.0,190144.5,174402.5,175739.5,178078.0,178134.0,179164.5,196618.5,180384.5,196648.0,194500.0,183829.5,211858.0,212788.0,196725.0,194817.0,199557.5,200293.0,210993.0,212445.5,218368.5,219073.0,220316.0,223286.0,237685.0,229085.5,221895.0,228592.0,229031.0,229538.5,237373.0,240904.0,240340.0,246222.5,254648.0,247415.0
Turkey,Wheat,4361048.0,4238454.0,4410289.5,4662465.5,4650179.5,4691427.0,4657017.0,4699365.0,4487242.0,4653178.5,4525212.0,4637584.5,4500878.5,4646432.0,4688137.0,4665507.5,4704858.0,4622290.0,4726768.0,4802063.5,4739546.0,4862564.5,4876946.0,4669247.5,4669442.5,4632414.5,4664619.5,4646702.5,4590982.0,4585304.5,4651958.0,4537192.5,4645449.0,4623594.5,4252162.5,3986456.0,3802991.0,4025782.5,4043735.0,4044944.0,3774206.5,3889361.5
Turkmenistan,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,10550.0,11913.5,11500.0,11278.0,11016.5,15501.0,15186.5,10862.5,10862.5,10862.5,10175.0,10175.0,10175.0,9967.5,11431.0,10487.5,11414.5,12188.5,11455.5,11204.5,11365.5,11395.0
Turkmenistan,Watermelons,,,,,,,,,,,,,,,,,,,,,47752.5,62584.0,52500.0,58750.0,68045.5,49833.5,61935.0,68595.0,63674.0,64409.0,62000.0,59796.5,57231.0,60500.0,62500.0,63000.0,61904.0,64178.5,64196.0,63582.5,61602.0,62726.0
Turkmenistan,Wheat,,,,,,,,,,,,,,,,,,,,,108068.5,139788.5,143881.5,226452.0,295879.5,255126.0,262452.0,312548.5,362071.5,362571.5,380931.5,439629.5,425853.5,465744.5,480121.5,422950.0,458300.0,447250.0,442800.0,435709.5,483873.0,664126.0
USSR,"Tobacco, unmanufactured",100672.5,101641.5,101540.0,98605.5,105898.0,104964.0,96949.5,98516.5,95622.0,90416.0,102165.0,105131.5,105844.0,103242.0,93833.5,89910.0,75295.5,66818.5,66734.5,62857.0,,,,,,,,,,,,,,,,,,,,,,
USSR,Watermelons,306785.5,329166.5,281000.0,281300.0,281600.0,282000.0,327500.0,284000.0,245071.0,244847.0,249149.0,252192.0,248171.0,245601.5,246447.0,281641.5,302825.5,306961.0,286648.0,291562.5,,,,,,,,,,,,,,,,,,,,,,
USSR,Wheat,29252909.5,31585674.0,29844609.0,30997525.5,29757654.5,31021986.0,31458026.5,28838360.5,30732526.5,29608473.5,28645962.5,25418759.5,25536865.0,25139785.5,24372883.5,23350282.5,24037201.0,23846645.5,24099574.0,22944846.5,,,,,,,,,,,,,,,,,,,,,,
Uganda,"Tobacco, unmanufactured",7073.0,6250.0,5769.0,6378.0,6296.5,5028.0,3757.5,2931.0,2256.0,1133.5,3491.0,4071.0,4676.5,4231.0,4089.5,3940.5,6237.0,6528.0,6021.0,7171.5,8183.0,7202.0,8115.5,8314.5,7981.0,9207.5,11292.5,14477.5,15149.0,15217.0,19086.0,18552.0,18034.0,17726.5,13042.5,16254.5,17260.0,13730.5,16844.5,17017.5,17940.5,18130.5
Uganda,Wheat,13000.0,13000.0,12000.0,14666.5,14548.0,13475.5,13830.5,9833.5,14625.0,12000.0,12500.0,14500.0,10750.0,12000.0,10451.5,13132.5,13833.5,13446.5,11000.0,11500.0,11300.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,12166.5,12071.5,12750.0,12750.0,12833.5,12833.5,12833.5,14000.0,14136.5,14136.5,14333.5,14333.5,15346.0,14143.0,14143.0
Ukraine,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,9531.0,8455.0,7785.5,6446.5,5174.5,6012.5,5359.5,7000.0,5966.5,5424.0,5556.0,5878.5,4416.5,4261.5,3781.5,3593.5,3746.5,4643.5,5675.5,7071.5,5050.0,5050.0
Ukraine,Watermelons,,,,,,,,,,,,,,,,,,,,,54367.5,58433.5,43343.0,69179.5,58721.5,53108.0,47119.0,66097.5,58703.5,56308.0,59021.0,57621.0,56041.0,52020.0,75759.5,62542.5,65350.0,73593.0,81493.0,80806.5,84109.0,83016.5
Ukraine,Wheat,,,,,,,,,,,,,,,,,,,,,3169323.0,2892990.0,2268872.5,2754549.5,2957396.5,3268338.5,2833739.5,2977251.5,2590678.0,3456510.0,3390027.5,1959692.5,2782680.5,3299728.5,2768154.0,2987360.0,3545149.0,3391915.0,3155458.0,3345416.5,2828849.5,3300015.5
United Arab Emirates,"Tobacco, unmanufactured",50100.0,50090.0,50085.0,50080.0,50075.0,51757.5,59660.0,51677.0,55142.0,60979.0,37960.5,59097.5,40518.5,46702.5,44151.5,43365.0,43337.5,38891.5,50955.5,50872.5,49547.0,49211.0,48555.0,48537.5,49466.5,50946.5,50498.0,62805.0,63487.5,64718.5,66463.0,68613.0,70366.5,72374.0,75010.0,75011.0,75122.5,75013.5,74854.0,64556.5,63736.5,71024.5
United Arab Emirates,Watermelons,50360.0,73450.0,50292.5,97986.5,120893.5,137972.5,178402.0,205261.0,156289.0,150372.0,151706.5,133203.0,101425.0,105169.0,104766.5,85847.0,63431.0,54710.5,71375.0,69330.0,78840.0,66040.5,86092.5,100275.0,105098.5,100080.0,105754.5,101989.5,82495.5,142296.0,162700.0,120579.0,150050.0,75165.5,75603.5,116293.0,130876.5,144000.0,144709.0,144758.0,226283.0,107178.0
United Arab Emirates,Wheat,,,,,,5839.5,7416.0,11389.5,12236.0,10281.0,10445.0,7539.0,8543.0,7186.0,6424.0,5926.5,4378.0,9935.5,11731.5,8744.0,12263.5,4738.5,9560.5,8988.5,6225.5,25718.5,36025.0,20810.0,32528.0,17689.0,17076.0,12503.0,10005.0,10006.0,13005.0,15005.0,15005.0,15007.5,29594.5,23168.5,17474.0,16586.5
United Kingdom,Wheat,584912.0,595033.0,641572.0,539388.0,634752.5,562618.0,655471.5,711526.0,749845.5,774708.5,862528.5,879358.5,1008102.5,982666.5,1033329.5,1026940.0,974071.0,1075184.5,1041356.0,1026507.0,1067425.5,916120.0,942237.5,967817.0,1028868.5,1054711.0,1060317.0,963684.5,1083032.5,852911.5,1037948.0,956780.0,1033877.0,973304.5,958243.0,951122.0,1081511.5,927310.5,1007661.5,1023427.0,1029285.5,844174.5
United Republic of Tanzania,"Tobacco, unmanufactured",13472.0,14869.0,16130.0,15063.0,17594.0,17697.5,19210.5,17070.0,16605.5,16543.5,14115.0,14033.5,17084.5,12799.0,14451.5,15603.0,13073.5,14005.5,14287.0,19442.5,21765.5,21871.0,23004.0,20775.5,23399.0,25213.0,27027.0,27328.5,24998.0,20804.0,21033.0,19955.5,21704.0,25613.5,26500.0,27750.0,28904.5,32921.0,43323.0,88102.0,81621.5,57306.5
United Republic of Tanzania,Watermelons,,,,,,,,,,,,,,,,,,,44783.0,45277.0,45953.5,45758.0,45785.5,45796.5,45880.0,45647.0,46652.5,47829.0,48107.5,48732.5,47435.0,48405.0,48325.0,48824.5,47574.0,45873.5,46165.0,46004.5,47909.0,51100.0,51500.0,53456.0
United Republic of Tanzania,Wheat,50470.0,35361.5,31913.0,34160.5,31030.5,23899.0,32731.0,35231.5,39031.5,34813.5,29069.5,31580.0,33984.0,29705.5,28818.5,28864.0,33926.5,37309.0,36195.5,33500.0,29262.5,28692.5,30445.0,34158.5,36928.5,35234.5,55308.5,35866.5,38130.5,34598.0,27888.0,27205.0,26934.0,32104.0,36945.5,43177.5,26603.0,77360.5,32999.5,59345.5,59865.5,58444.5
United States of America,"Tobacco, unmanufactured",182087.5,190887.5,206382.0,231137.5,223267.5,206527.0,206770.0,177811.5,197219.5,209442.5,196992.0,169837.5,172431.5,151528.0,128734.0,130012.5,140404.5,148527.5,160809.5,166739.5,171026.0,163143.0,149004.5,144985.5,159940.0,181184.0,156762.5,142143.0,107558.5,100356.5,97888.0,94133.0,94678.0,72280.0,80628.0,84433.5,84384.0,84658.5,80216.5,76084.5,80749.0,83369.5
United States of America,Watermelons,107089.5,109651.0,103728.5,106214.0,110681.5,112602.5,109653.0,107262.5,106332.5,113094.5,113157.0,113317.0,113750.0,107162.5,108367.5,109902.5,109902.5,108073.0,109816.5,136729.5,137719.5,143374.0,144845.0,151483.5,160483.5,161073.5,156594.5,167158.0,160069.5,174192.5,176318.5,173528.5,174548.0,183779.5,193727.0,188345.0,203962.5,201073.0,201333.0,195994.5,198404.5,201062.0
United States of America,Wheat,9582279.5,10966928.0,13235726.5,14072715.0,14361555.5,13503562.5,11442048.0,12648746.0,14403056.5,16329118.5,15782081.5,12434902.5,13555540.5,13104598.5,12291087.5,11335665.0,10773960.5,12594516.0,13995783.5,11707519.0,12712616.5,12702299.5,12511135.0,12354532.5,12719194.5,12720287.0,11953517.0,10904863.0,10751151.0,9821778.0,9284041.5,10751891.0,10125491.0,10152409.5,9482739.0,10332915.0,11285501.5,10110548.5,9651048.5,9262798.0,9914399.0,9188541.5
Uruguay,"Tobacco, unmanufactured",6673.5,6424.5,8296.5,8283.5,7638.0,7648.5,8869.5,7902.5,9313.0,8746.0,10988.5,10618.0,10383.0,11164.0,9150.0,9150.0,9748.0,11403.0,11428.5,11448.5,14943.5,16375.0,16050.0,16415.5,16319.5,16650.0,16727.5,16965.5,17282.5,17484.0,17365.0,17116.5,17277.0,17116.5,17581.0,17928.5,18262.5,18593.0,18960.5,19251.5,19692.0,19541.0
Uruguay,Watermelons,45500.0,45500.0,50500.0,48401.0,48625.0,48823.0,50700.0,50750.0,52181.0,52362.5,50850.0,50850.0,50900.0,50900.0,49634.0,48500.0,48318.5,48500.0,78435.0,75400.0,72672.0,70500.0,70500.0,72648.5,73277.5,73516.5,76662.0,76625.0,70628.5,71004.5,85330.0,82493.0,85356.5,86064.5,85375.0,82493.0,80375.0,80518.0,83180.5,85032.5,88786.5,86348.0
Uruguay,Wheat,97541.5,146842.0,220965.5,232858.0,259005.0,163409.0,113547.5,166566.5,120415.5,154478.5,126826.0,134672.5,120719.0,111667.5,99428.0,92746.5,100038.0,125334.0,122005.0,66417.5,85817.5,115359.0,107726.5,95779.5,138128.5,137121.5,111114.5,108018.5,76672.0,68244.0,76055.5,72699.0,104502.0,91541.5,112501.5,136860.0,251780.0,291399.0,218098.0,313689.5,235911.0,247588.5
Uzbekistan,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,9383.5,9309.5,10563.5,14632.0,11382.5,21101.5,22539.5,18132.5,17129.0,16297.5,11000.0,11414.5,12970.5,10319.5,8970.5,11687.5,11234.0,11336.0,10566.5,9541.5,9519.5,13647.5
Uzbekistan,Watermelons,,,,,,,,,,,,,,,,,,,,,96751.0,88738.0,83837.5,76619.5,79408.5,68030.5,73213.0,80723.5,79615.5,83263.5,82872.5,91511.0,99821.0,107698.0,118286.5,127307.5,137368.0,143738.5,147374.0,164317.5,158919.5,179282.5
Uzbekistan,Wheat,,,,,,,,,,,,,,,,,,,,,321807.5,355492.5,486825.0,592860.5,674667.5,745097.0,719367.0,723180.0,691487.0,625654.5,661505.0,772457.5,753923.5,740886.5,745299.0,713493.0,708885.5,701856.5,756150.0,739080.0,725547.5,745532.5
Venezuela (Bolivarian Republic of),"Tobacco, unmanufactured",11489.5,11935.0,12231.0,12659.0,12513.5,12510.0,12566.0,14722.5,11831.5,13019.5,13054.0,12775.5,13090.0,12899.5,13394.5,13326.5,12954.0,12749.0,12580.0,12278.5,12379.5,13717.5,12860.0,13043.5,12618.0,12370.5,12012.0,11041.0,10845.0,11282.5,11706.5,11806.5,9622.5,8661.0,8881.5,9609.0,9412.5,9722.0,10181.5,10639.5,11311.0,11391.0
Venezuela (Bolivarian Republic of),Watermelons,56138.5,57606.0,65426.5,63588.0,69938.0,70322.5,67982.5,69157.0,66775.5,65221.0,66414.5,70486.5,76371.5,69814.0,70184.0,70853.0,67945.0,69966.5,71500.5,83899.5,90937.5,96217.0,93663.5,78432.0,74928.5,90813.0,111617.0,97114.0,84504.5,88513.0,88241.5,90172.5,92932.0,99179.0,91194.5,97941.5,100014.5,98944.5,102317.5,104984.0,105950.0,109756.5
Venezuela (Bolivarian Republic of),Wheat,2936.5,3041.0,2778.0,2559.5,2717.0,2683.0,2654.0,2424.5,2549.5,2522.0,2330.5,2297.5,2231.5,2328.5,2175.0,2118.0,2147.5,2137.5,2172.0,2177.5,2294.0,2465.5,2737.0,2638.5,4651.5,6502.5,8383.5,10147.5,12975.0,13825.0,15009.0,14927.5,15044.0,14890.0,15105.0,15035.5,14973.5,14920.0,15001.5,15034.0,14968.0,14934.5
Viet Nam,"Tobacco, unmanufactured",11375.5,12166.5,12912.0,12534.5,14860.0,15635.5,18964.5,14434.0,19428.0,16650.0,16667.5,19069.5,22571.5,25728.5,22713.5,23708.0,24247.5,18268.0,17360.5,23651.0,20047.0,16069.0,16678.5,18850.0,16866.5,18321.0,21358.5,21727.0,17753.5,18757.5,19540.5,18413.0,15328.0,16108.5,21196.5,17907.5,16980.5,20028.0,24719.5,22484.5,21962.0,22764.5
Viet Nam,Watermelons,54221.0,58072.5,58261.5,58451.5,58643.0,58416.5,57125.0,57191.0,57278.0,58389.0,55000.0,51833.5,53916.5,51643.0,52500.0,54833.5,55833.5,54875.0,54279.0,55494.5,56147.0,56607.0,57055.5,57898.5,60606.0,62131.5,62131.5,62131.5,62131.5,73898.5,90768.0,90183.5,89426.0,89000.0,88811.5,88638.0,88479.0,88333.5,98810.0,114073.5,135659.5,133694.5
Yemen,"Tobacco, unmanufactured",9219.0,9083.5,9031.5,8921.0,9597.0,9518.0,7356.5,8956.5,9168.5,8683.5,8934.5,8122.0,9608.0,9733.0,9577.5,9720.0,10088.5,9363.0,10999.0,11068.0,13015.5,12868.0,11845.5,11994.5,12295.5,12692.0,13251.5,13241.0,13533.0,13728.0,13548.5,13511.0,14680.0,14958.5,15511.0,15924.5,16057.5,16185.5,16377.5,16039.5,16485.0,16533.5
Yemen,Watermelons,188440.5,188797.5,201372.0,213856.0,226583.0,212188.5,205119.5,200566.0,222636.5,195344.5,174377.0,163464.5,153313.0,141589.0,136042.0,128857.0,127294.0,109281.0,97942.5,79963.5,81431.0,79696.5,70228.0,66882.5,68562.0,66390.0,68631.5,70422.5,66577.5,70028.0,69030.0,68956.0,68234.5,68610.0,69183.0,70565.5,70694.5,71089.5,77809.0,68667.0,81771.5,81180.0
Yemen,Wheat,27113.5,39892.0,51144.5,41977.5,42279.0,45230.5,41433.5,45932.0,41500.0,43727.5,41618.5,39373.5,37991.5,40641.0,42367.0,44643.5,49738.0,55819.0,56863.0,49050.5,56437.0,57668.0,58716.5,59192.5,58455.5,58654.5,63076.0,51159.5,51790.0,55278.0,52055.0,49258.5,48062.0,49572.0,62091.5,78480.5,68474.5,68213.0,83300.0,71565.0,78201.5,77090.5
Yugoslav SFR,"Tobacco, unmanufactured",33958.5,34221.5,33612.0,37276.0,40611.0,37983.0,35424.5,35070.0,33858.5,34202.0,36859.5,35598.0,36883.5,40244.5,43143.0,36810.5,31012.0,30540.0,27797.5,28987.5,,,,,,,,,,,,,,,,,,,,,,
Yugoslav SFR,Watermelons,69554.0,76714.5,75786.5,82612.0,84996.5,87620.0,80486.0,91138.0,87054.0,91377.0,91739.0,83844.0,80774.0,80601.0,82880.5,80721.5,73395.0,73632.0,65901.0,82451.0,,,,,,,,,,,,,,,,,,,,,,
Yugoslav SFR,Wheat,975082.0,862498.0,938545.5,821035.5,878998.5,819294.5,873315.5,777000.5,774791.0,708404.0,795844.5,821669.0,748187.0,691862.0,690927.5,766840.5,774219.5,758550.5,768805.0,794830.5,,,,,,,,,,,,,,,,,,,,,,
Zambia,"Tobacco, unmanufactured",8472.5,8889.0,8289.5,8361.5,8160.5,7845.0,6955.0,7638.5,7451.0,6505.0,6221.5,6114.5,6943.5,7394.0,6997.0,8435.5,6893.5,6093.5,6874.0,10430.5,4825.0,9042.0,7976.5,7719.5,7085.0,6815.0,6833.0,9370.5,9796.0,10778.0,11826.5,14178.5,19611.0,24194.5,27833.5,19234.0,39051.0,38093.5,37856.0,38134.0,40216.5,40303.5
Zambia,Wheat,5000.0,5050.0,14976.0,15812.5,25075.0,17587.5,17490.5,16593.0,21544.0,18237.5,20944.5,19485.0,20686.5,19656.0,26797.0,22400.5,25603.5,28545.0,28229.0,29360.5,27146.5,32196.5,32129.0,28255.5,33049.0,38457.0,33979.5,39849.0,37089.5,39333.5,37250.0,42643.0,37362.0,42068.5,36023.0,40172.0,55390.5,45643.5,45204.5,50349.5,52672.0,53622.5
Zimbabwe,"Tobacco, unmanufactured",31727.5,32272.0,36206.5,39821.0,41817.5,36228.0,35571.0,39680.0,41792.0,28910.5,33030.5,34230.5,37787.0,36954.5,40524.5,39536.0,38348.5,39983.5,40899.0,48287.0,55604.0,57640.0,47451.5,48557.5,49302.0,50922.5,53461.0,50632.5,50679.5,45464.0,38015.0,33533.0,34836.5,33716.5,25151.0,44536.0,45799.5,53280.0,52913.5,63974.5,53859.0,68707.5
Zimbabwe,Wheat,29543.0,30231.0,31565.0,34979.0,37883.0,40596.0,45061.5,40399.5,44091.5,43326.5,44356.5,39606.0,37751.0,46266.0,50565.0,47493.0,51045.5,53383.5,57105.5,51456.0,31046.5,52854.0,53674.5,32130.0,51421.0,50747.5,49511.0,51219.0,48275.5,45134.5,44500.0,35404.5,52792.5,50227.0,51600.5,39852.5,20198.5,17000.0,17133.0,17624.5,23139.5,22591.5
