Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Georgia,GEO,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,16599.78149,16609.88149,17333.62437,17954.72241,18614.47949,12469.44399,11224.36997,10170.41921,8787.26626,7688.44104,6791.050366,6503.185645,6202.050464,5215.108301,4819.127295,4206.43562,3294.246094,2816.611548,3223.91814,3613.984595,-4286.009655,-2741.537579,-973.2961063,-638.4316097,-290.3886045,-730.2815854,-105.6373623,-77.21473706,-227.64592,-172.7152155,-222.3187051,240.2379397,10859.79303,-165.3915454,-75.21188828,-51.0037334,-72.6360835,-107.3564458,-43.15994268,43.97842107,240.6558977,439.9984547,221.9213724,,,,,,,
Ghana,GHA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,10308.77291,10071.26113,10050.43231,10842.18289,8845.603266,9286.975383,9500.141131,10916.43486,9317.673031,10262.80693,12456.05565,10586.04423,12097.17119,10794.66011,10739.58517,9861.185999,10226.4976,10615.8911,10058.32156,10835.02983,13337.11342,10889.44596,12455.64958,11620.7555,11458.43573,12559.16017,12216.49482,12433.86828,110530.8957,74834.13557,86711.23991,83169.30607,71376.97614,87690.66437,51999.54913,91185.23356,78369.55406,68966.10804,73774.76201,58404.879,57221.53083,56386.9003,55869.01155,,,,,,,
Gibraltar,GIB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,0.020309211,,,,,,,,,,0.414367222,-2.578242501,-2.530192215,-2.35273998,-2.114466584,-2.271966465,0.442699552,-11.64539012,2.692519975,0.140515917,6.161154545,2.604889907,5.114732855,5.258904233,4.546065718,4.784225868,4.774114429,7.699776336,4.495902165,4.324742122,0.829596312,-2.519423611,-2.464056667,6.566876189,-21.36960175,,,-11.89089178,,,,-17.77226903,-10.3551938,,,,,,,
Guinea,GIN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,37085.96756,36314.39075,35980.5861,38786.28839,31287.63391,33176.99666,33907.10265,39289.69408,33992.24362,36828.62918,44944.57486,38108.51747,43506.06923,40844.07252,40727.33169,37383.66353,37909.56585,39205.09041,36987.18415,39844.69572,49591.13469,40231.14445,46180.65294,43210.48752,43054.14909,47276.69192,46120.74667,46951.12028,101486.8239,73198.6535,68632.29359,62140.01779,84110.75388,59433.69203,60147.36441,64360.19409,65032.84455,51158.06071,73687.01228,62793.00711,49609.04082,49544.82624,49573.76389,,,,,,,
"Gambia, The",GMB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,41.51180694,45.59826386,54.89873208,59.66455453,66.93198342,73.34564168,67.67564139,80.31408241,80.52097786,87.15304417,108.9264811,92.14450554,108.4281914,111.2876501,118.9461201,119.2694626,115.197992,90.0514741,146.8284092,147.9647392,147.1532224,143.1441802,130.0008714,137.2921768,144.3014071,135.3305117,132.8572401,120.9378201,980.6659348,1575.604912,1621.518984,2313.500856,1980.242029,1319.227613,1847.609533,1705.408011,2446.583862,2085.346598,1775.528077,1391.733406,1751.485194,1751.408661,1754.129854,,,,,,,
Guinea-Bissau,GNB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,12.46921887,13.62651439,9.957437108,15.77778898,17.62581107,13.10335579,8.094063463,7.539673536,8.283179272,11.33245492,15.69361704,8.349129575,6.278894656,9.678564926,24.24603664,27.28776805,17.29158111,-3.836529997,61.13315258,63.8222487,90.53458436,78.8418784,68.63500537,83.48286659,102.8230443,100.8384437,100.949805,90.38254933,4796.22304,6517.714595,5097.218857,5444.53307,4043.107431,9092.220881,5165.42528,3613.198245,8193.602855,4421.049281,3514.651873,2795.303606,4894.857421,4893.721717,4898.48136,,,,,,,
Equatorial Guinea,GNQ,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2.451984782,2.883257363,4.116158538,4.636748453,5.616511224,5.753873953,4.686215764,7.228441057,5.754623331,4.516677535,6.460089384,3.670740657,13.81556656,14.64785013,15.49065122,18.23558846,16.34125124,-3.07945225,15.70947349,33.61458828,38.13350225,285.2371142,532.286832,788.8701514,54.05352577,57.39004814,59.4328318,69.18920486,64.46962887,43.56329174,120.8933058,96.03127686,,,88.32799141,97.43552618,95.32644354,109.6690757,115.6437573,420.1096167,510.4204584,,1042.528097,,,,,,,
Greece,GRC,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-1888.807359,1529.848257,1670.894684,1832.239591,1911.038255,1712.922068,1796.813091,1908.275884,2148.314119,2449.196377,2705.092909,2581.706229,2467.732827,2309.001348,2667.716702,2518.883776,2501.362648,-3060.115044,2450.77053,2267.210487,2741.997676,2225.305791,1701.901342,2004.001036,1166.291477,212.1467055,2934.85183,5914.719058,9993.847109,6330.745875,4380.390625,1371.973961,2745.04737,2443.925535,2209.661852,1984.919453,715.9506391,7155.460898,1413.947602,3502.630173,4551.902224,5528.332251,4064.964204,,,,,,,
Grenada,GRD,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-7.129489567,-7.041573741,-7.152518763,-7.850041067,-9.142273347,-13.29058304,-14.26406862,-13.57115393,-14.88197599,-14.03877549,-22.90084097,7.557254814,13.3832874,25.20841012,20.14143172,-0.527605442,-12.00344301,-32.98433577,-27.52092288,-31.85442643,-21.63695424,-23.08015766,-22.53964032,-28.05655687,-23.72201685,-25.14730625,-23.60041264,-38.44745454,-43.53461366,-39.87018102,1.786935871,-3.70288546,23.97143577,23.64312775,58.69785196,105.1260866,149.6714279,134.9246995,179.9838199,158.1280604,113.546875,173.5812249,192.5218883,,,,,,,
Greenland,GRL,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1372.591081,1727.871575,1742.038624,1766.068374,2153.500547,2195.865415,1920.97279,2296.369994,2382.952603,3536.65096,2975.891475,2325.414657,4164.830978,2900.129271,3305.212587,3339.580511,3800.819482,3819.849246,4313.664896,3728.720815,3765.53579,4889.79464,3942.67355,4750.16913,4479.100589,4493.214426,4906.966998,3977.527458,41418.72444,4903.135127,26632.12496,1810.847832,9247.452336,22323.46013,3241.559063,16280.373,5186.556189,11254.32115,11158.07599,14250.05885,7348.151102,7902.94822,8209.655599,,,,,,,
Guam,GUM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4,4,4,4,4,4,4,-4.22E-15,-4.44E-15,9.33E-15,-2.00E-15,4.00E-15,-6.00E-15,4.00E-15,2.44E-15,-5.77E-15,-1.11E-15,1.78E-15,4.88E-15,9.10E-15,2.22E-16,-8.44E-15,,,,,,,
Guyana,GUY,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,7783.857039,5544.029525,6924.472581,5953.284758,6579.103914,7541.256956,8862.315913,7182.250744,8695.810391,9314.337122,9891.193882,10594.39863,11031.75821,11670.48274,10068.46701,10009.60144,10171.55715,11749.25677,10362.37163,10471.49462,11765.33878,11290.80375,11804.8133,12709.512,9878.926285,10523.3938,10762.60769,10558.72182,2835.940949,-1036.264584,-1091.292544,-1101.177288,-749.3114052,-71.60146742,-905.9198755,-836.7480449,-791.5785373,-752.0445704,-688.8472224,-242.067234,-931.1372542,-880.0929351,-832.4988945,,,,,,,
High income,HIC,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,7514.699313,242994.2459,248927.2474,272558.3704,309348.1805,300661.4101,372860.0679,393526.0135,380046.8159,480505.9788,513708.7484,545067.6541,448618.5136,465983.3998,430873.7011,440045.1871,455056.1916,231009.5594,513806.1476,598876.6586,468732.9098,458470.0544,443860.0045,520864.5799,618167.2324,551246.7505,457245.7346,844252.9433,1124019.757,1132475.431,882237.8311,862848.9175,1182493.907,1126342.224,1507691.699,1055828.924,1272130.18,1227316.372,822266.6741,1315507.322,833772.0532,1161017.279,1260158.136,,,,,,,
"Hong Kong SAR, China",HKG,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,5.580170898,27.33789062,56.0538147,78.4333374,102.5829468,151.4813477,208.6662231,249.0684082,287.8743408,362.9404541,602.8662354,756.1523926,821.9600098,644.91698,679.3919312,707.9030151,652.0188965,-1940.892908,441.924707,341.2627686,193.9181641,101.4992676,67.78840332,-77.56616211,-165.3733887,-490.6334717,-228.8389648,-429.6087891,-481.5180664,-550.3948975,-49.46750488,-63.13452148,-77.57592773,-64.2043457,-17.69433594,61.34052734,1516.252625,99.03422852,3924.529297,732.1606126,9068.238049,5980.175002,7583.387689,,,,,,,
Honduras,HND,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1241.479985,1693.588169,1794.432003,1903.895311,2373.645813,2507.465822,2255.003515,2740.796357,2873.427521,4125.424714,3588.762294,3004.642195,4969.35737,3708.384862,4210.911416,4347.383372,4852.946192,5167.950014,5529.502156,4930.780148,4995.00824,6174.306132,5205.592546,6002.697512,5712.450163,6078.093408,6140.119595,5139.583633,10777.46613,3126.542438,10346.08214,51.4063042,1890.23126,8245.814692,-322.421772,7146.87988,1475.840876,1909.346929,2656.43687,2944.17689,2789.994424,2881.660717,2890.063173,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2060156.33,1364185.586,1443196.017,1502871.647,1321760.357,1511203.686,1414237.731,1569430.887,1611657.337,2005706.48,1833829.971,1613845.432,1809698.77,1803039.824,1507284.218,1498369.211,1433566.276,1813766.571,1411311.912,1538449.442,2029230.628,1723602.912,2457786.158,1680353.354,1787266.649,1843467.559,1657198.434,1609461.775,3797931.137,3063016.712,3071498.387,2681118.021,2803232.099,3320501.717,2965066.89,3582250.174,2955198.471,2968688.607,2967514.384,2596508.574,2806881.778,3319967.677,3319354.262,,,,,,,
Croatia,HRV,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-2118.063123,-1856.832947,-1226.608813,-1428.447998,-2524.443286,-579.2402344,-1022.669043,-2796.606006,-3962.170947,-4052.768604,-5010.25376,9460.33479,6620.022266,8408.385059,10875.47241,11348.59873,12603.02458,14172.78101,5891.930029,6285.460278,683.7712733,446.9820897,254.0413235,189.0553818,201.3316373,192.0905795,177.3766016,148.2355437,391.9572725,48.69697266,242.293082,13.91199023,150.9339523,320.2718418,-237.3422441,-217.1942275,-182.4198164,908.1445914,1882.620745,2090.546158,2328.794873,2154.768262,3467.191113,,,,,,,
Haiti,HTI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,4.774398651,5.252497894,6.769108902,7.13650956,2.811595352,3.892907745,6.247401062,5.831707367,8.992992035,12.83691193,11.24619745,9.989681519,3.990289124,8.260002625,11.0622905,16.44380173,14.87399896,-57.48869226,14.18060364,7.38032074,7.723296509,10.3371843,11.91525772,15.28352424,12.65220062,13.7875692,12.58217629,18.13562103,12.12989685,144.6086882,52.1298146,162.6389956,56.22617717,130.9945504,128.465415,133.4525197,126.1238486,222.2532483,14.67704333,-50.77044314,286.6000902,281.4086078,481.7846001,,,,,,,
Hungary,HUN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,901.3494141,1426.631582,1175.710719,1101.512734,1339.256113,1934.960742,1885.741797,1944.305859,2358.506543,2448.280957,2380.248047,2542.340625,2511.909375,2343.402246,2586.673047,2311.924023,2599.825293,1313.014453,2486.094238,2396.493164,5492.619117,4492.205648,4431.711988,3268.885449,2369.79393,2671.798551,2449.477637,1870.370492,1133.956762,1320.508594,1225.933493,1070.064719,1139.319053,1052.144559,1223.630099,1250.12587,1504.542054,1413.337692,2635.600285,3339.296502,3232.088413,3194.545445,2973.753696,,,,,,,
IBRD only,IBD,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1918369.541,1500181.24,2063049.687,1626990.37,1559082.533,1705169.978,1978267.419,2010908.092,1815387.685,2016504.814,2067735.197,1913194.409,3387925.929,2401450.531,1789581.358,1812569.984,2156640.823,2616549.7,1953448.559,2005097.708,2921880.116,3503752.627,3494568.012,3096058.943,3227894.651,2700470.638,2903923.961,5417253.983,4222102.144,2130025.759,1483245.367,1318221.501,2720775.342,2545530.409,2039696.609,2456205.472,2808290.924,2549237.616,2082122.043,1538309.108,2636107.687,3184170.558,3393346.112,,,,,,,
IDA & IBRD total,IBT,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,4414106.282,3133478.383,3862099.261,3710708.542,3146001.222,3423756.783,3573947.248,4003703.667,3937609.303,4431979.389,4414897.112,3959983.514,5664367.907,5182625.824,3810375.251,3709187.066,4098157.793,5136001.401,3903672.275,3867700.926,5649251.339,5874165.604,6929452.248,5533323.42,5721516.535,5327706.033,5131783.129,7668542.237,8578231.05,5617291.21,4800552.574,4228145.939,5927169.048,6121583.928,5445231.096,6215310.61,5970268.785,5944098.836,5309656.186,4471146.953,5836357.682,6716964.522,6943984.232,,,,,,,
IDA total,IDA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2495736.742,1633297.143,1799049.574,2083718.172,1586918.689,1718586.805,1595679.828,1992795.575,2122221.618,2415474.575,2347161.915,2046789.105,2276441.978,2781175.294,2020793.893,1896617.082,1941516.97,2519451.701,1950223.717,1862603.219,2727371.222,2370412.977,3434884.236,2437264.477,2493621.884,2627235.395,2227859.168,2251288.254,4356128.906,3487265.451,3317307.206,2909924.438,3206393.706,3576053.518,3405534.487,3759105.139,3161977.86,3394861.22,3227534.142,2932837.845,3200249.995,3532793.964,3550638.12,,,,,,,
IDA blend,IDB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,127977.0669,101861.9231,112554.8435,108321.5836,87228.37189,65877.27778,69520.7594,96802.90269,83969.48353,98317.71592,98894.16043,86033.48952,143733.2242,113102.9461,94429.11926,87318.62987,103715.0237,119806.6265,95737.67032,110507.8254,186771.6746,189096.453,224200.7569,179566.1464,190049.7232,178203.5032,176072.6814,256281.6651,402281.8448,341666.1691,313613.1797,254150.7475,349180.1825,329900.1357,237019.4239,377764.0211,283043.9208,275796.4305,285084.3256,260610.8064,243231.4106,242700.6401,253342.6405,,,,,,,
Indonesia,IDN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,131151.1626,95406.80021,423065.9229,174947.0244,110674.9762,110023.8299,223379.8901,471870.4795,207832.5305,350058.1392,366356.1418,303698.1989,1719150.008,678262.6689,374035.2998,394095.1984,669232.4375,1161571.031,445094.0109,503150.0418,693175.1109,1479260.99,1391416.492,860148.5578,1428391.934,780023.3508,769293.0352,3484919.541,494676.0176,96536,63007.46016,234430.4766,903910.05,216441.2266,331309.4453,340051.2813,1238305.785,61264.73125,86765.64531,299834.6222,10658.26618,18758.3459,21192.35454,,,,,,,
IDA only,IDX,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2367759.675,1531435.22,1686494.731,1975396.589,1499690.317,1652709.527,1526159.069,1895992.673,2038252.134,2317156.859,2248267.755,1960755.615,2132708.753,2668072.348,1926364.774,1809298.452,1837801.946,2399645.075,1854486.046,1752095.393,2540599.548,2181316.524,3210683.479,2257698.331,2303572.161,2449031.892,2051786.487,1995006.589,3953847.061,3145599.282,3003694.027,2655773.69,2857213.523,3246153.383,3168515.063,3381341.117,2878933.939,3119064.79,2942449.817,2672227.039,2957018.584,3290093.324,3297295.479,,,,,,,
Isle of Man,IMN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,32705.08875,33387.36289,33845.29961,34013.37695,34224.14141,34717.48438,35501.94141,36707.18984,47625.47813,48598.64766,48146.63125,48547.38,48952.68906,50852.99188,56310.10313,51005.39094,47749.10313,14128.505,47484.76016,49286.69719,48607.675,47660.22969,45467.47969,43669.30781,41864.41719,40002.04219,41642.3,40579.96406,27789.52813,129200.2813,51324.84375,22438.97344,38797.32344,46846.51875,93523.09688,60203.10937,71545.80469,123800.0094,73012.69687,6101.060724,72441.7924,4768.37432,39955.57882,,,,,,,
Not classified,INX,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,10559.64286,10593.06054,10598.95226,10606.3061,10610.33186,10521.30586,10559.87295,10565.78683,10615.23071,10608.06867,10513.18773,10438.79181,10396.85952,10339.01515,10280.52196,10163.15015,10206.11851,8753.940727,10397.30855,10405.2077,10583.27251,10457.41345,10385.6541,10069.15356,9948.024697,9991.438096,10402.29818,10200.40302,807.9882324,933.3421926,480.607373,769.0459961,790.1384175,654.0508469,157.4769667,175.9944134,253.4404547,434.7586695,1537.214857,2033.543635,2284.683255,2612.514363,4448.68274,,,,,,,
"Iran, Islamic Rep.",IRN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,6109.709668,6697.468262,7794.561426,9272.618945,10812.20107,12150.38184,11509.07969,12136.52168,10042.04863,9009.391797,6780.780469,4050.939062,6048.620313,5853.666797,4491.041406,4397.691406,4577.290625,-4837.789844,3943.997852,3784.527539,5939.828125,7344.891594,7044.295906,6449.630859,3687.403313,3488.862313,3578.207031,4211.290031,11547.17581,-5503.992531,-5275.82725,-8483.527719,-5229.455812,-3698.632375,-3136.735031,-16063.66131,-12067.23153,-18907.52328,,,,,,,,,,,,
Iraq,IRQ,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,6918.309961,7097.079883,7791.569824,7935.99043,7304.139453,5954.069727,5636.400537,6239.999658,7117.549951,10408.87944,11799.07148,12861.30884,16885.74019,12429.89771,13501.68057,14572.80049,9344.718848,7679.291016,7593.060059,6589.690137,6756.579883,1250.866426,-12468.22957,-22123.70953,-23152.0485,-22989.00043,-22613.70873,-39095.48957,-9705.248633,9999.655828,12310.8983,15910.30392,8335.725727,-1859.437883,11179.2422,10929.44684,31053.83138,25308.16069,20881.21013,3348.275209,-3691.806815,-7475.669017,-16170.8096,,,,,,,
Iceland,ISL,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,468.2679074,1384.720411,2321.834306,3515.175211,4366.454605,5135.639651,6087.525227,7039.149373,7949.703571,8806.936207,9708.354876,10592.91249,11497.25951,12389.7757,13323.99088,14114.31223,15024.67073,15952.83142,16868.39083,17828.37236,18672.69378,18676.91894,17775.41528,17756.25062,17731.50144,17723.55066,17729.78439,17731.08698,150.9087724,171.7710533,538.234325,142.5605189,143.636861,153.2489753,136.7310456,133.7874518,257.1036931,267.9441737,503.4633884,588.4375104,986.3437439,1222.305644,1177.223506,,,,,,,
Israel,ISR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,29,106.3578,150.7678,200.41,209.924,240.298,255.358,291.315,307.692,352.856,345.62,404.57,431.72,469.74,582.05,663.37,754.79,843.25,1078.93,1199.61,1198.36,1178.123,1158.377,1096.1,1039.133,1037.967,1079.8,1117.333,1375,1529,1792.589542,2008.0599,1957,1898.03198,1874.49215,1976.05845,2166.87262,2314.02862,2475.67956,2626.09797,2817.7386,2817.7386,2817.7386,,,,,,,
Italy,ITA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,4821.82475,3640.139469,4502.372337,5826.951719,4778.186813,4034.477188,5265.656213,6331.765656,7017.530375,7331.574125,7319.869469,7817.103938,7551.796531,9274.839219,9920.192844,11343.50825,12212.15522,-3440.106938,17460.70516,18914.04797,6689.532688,6151.227688,7016.076187,6598.005984,10995.32772,10529.8805,3195.472594,487.1264531,216.1819531,-4135.334453,17146.74633,16213.2275,16945.8215,14675.80978,3015.884875,4773.260625,15168.64428,8627.495469,7631.015406,11952.8981,12245.76637,16695.88828,34345.08632,,,,,,,
Jamaica,JAM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,4.062923584,9.624334717,20.40566772,22.12124756,26.58964844,28.54712524,35.55053589,37.68824219,,42.60927979,,62.49761047,57.8309375,65.985,73.16010315,77.04503601,71.31718445,-191.6743378,84.17967896,84.36219421,95.64482483,102.2321777,99.39289194,108.4661648,105.1109442,112.8509564,116.09102,123.3977392,37.8552478,41.92940674,150.7927307,99.96746216,287.4243286,491.2709869,866.3735046,745.1031067,256.6214355,1189.269006,173.9145447,3665.191419,4743.596754,4929.304478,5397.685341,,,,,,,
Jordan,JOR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-20.78698303,-20.67598145,-23.78669678,-29.0006897,-20.28023437,-43.87059326,-46.24756714,-52.91210937,-50.42261475,-47.73774658,-53.1995752,-39.79445068,-42.23752686,-51.69628174,-74.31306641,-83.67800781,-99.25082275,-558.9568677,-67.88784424,-85.88151611,-84.85558436,-54.00644997,-62.52817164,-59.07171832,-90.68142812,-64.59017715,20.70293945,-13.46815918,4.047138672,25.15845215,14.70722656,16.99296875,11.49512074,4.055053711,-3.01862793,-50.20405273,-3.796801758,41.50124512,908.6721518,408.1677346,2261.199667,2585.493973,2580.230955,,,,,,,
Japan,JPN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-48142.88531,-18134.569,-13118.77531,-10831.70844,-10601.37369,-6735.373687,-3873.569,1332.606875,4638.69,7248.31,12604.5025,7227.013125,7125.31,11528.89781,9527.013125,11522.62313,14074.50531,11295.47062,15164.00531,15101.92319,42575.28375,50570.59156,57924.13531,71216.19,67473.38844,89811.11937,82413.72469,81447.49844,81007.10938,75479.23463,68009.988,66781.45138,65624.57331,68350.01969,69790.50694,75130.97275,63660.41287,76518.45488,87779.48287,61182.18039,61278.25755,72020.98294,114663.9771,,,,,,,
Kazakhstan,KAZ,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-64167.39639,-66112.38676,-57469.12148,-71551.12734,-77532.48063,-95301.88199,-89733.33926,-96200.99047,-104706.8322,-112530.1574,-122189.8869,-116448.2825,-107314.261,-103639.6623,-94478.14965,-87438.11855,-77643.81215,-86320.14223,-88183.96742,-87137.89027,20751.99905,10606.53934,10204.71684,12517.71434,7432.609023,3069.527695,28282.38438,9803.057969,24034.5376,6364.497949,21925.65176,38021.71406,76264.94717,33701.14893,43667.38652,35674.0916,42777.79805,20460.91113,-7379.699414,-20808.75262,17403.49116,-1973.010956,29300.69583,,,,,,,
Kenya,KEN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,591.6576355,694.2690466,875.0886804,1130.363955,1181.88448,1420.082289,1597.016401,1656.22514,1888.064723,2001.046151,2162.813688,2251.751759,2159.159248,2166.168045,2289.440908,2395.186577,2497.739578,2401.618322,2684.701929,2851.063711,2930.737649,2928.984492,3292.835828,3826.477524,4356.295745,4131.305964,4204.002053,4380.412373,27620.05226,6416.070825,6203.838193,4125.359133,3064.975542,4841.358015,2589.74126,3634.440957,2726.912903,5793.575017,3890.796089,903.7412858,630.1963516,743.2074979,1585.831868,,,,,,,
Kyrgyz Republic,KGZ,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-6563.717205,-6546.82592,-6554.673389,-7084.694356,-7500.995691,-9087.796341,-9660.304109,-10374.01151,-11659.73787,-12408.07023,-12644.82708,-13576.66522,-13833.9704,-14295.47855,-14453.74555,-13963.80922,-13542.21971,-14929.55276,-13399.22143,-14288.66972,961.6149495,843.4617066,773.2721577,601.1698771,540.6254802,683.8013688,811.6154465,666.5976913,274.6852899,191.1659123,295.8349694,220.84505,481.1052764,444.7920627,789.0494097,1750.937487,1804.399009,1526.842391,1469.441286,3856.117215,2624.14254,3030.684649,638.4057372,,,,,,,
